supplier_id,supplier_name_raw,supplier_name_normalized,supplier_category,supplier_type,supply_scope,certifications_raw,kpi_quality,kpi_time,distributor_or_broker,notes,source_file,provenance,extra_fields
SUP_5369556741092040777,DB ELECTRONIC INSTRUMENTS S.R.L.,DB ELECTRONIC INSTRUMENTS S.R.L.,"[""CLASSE D (distributori)"", ""ITEM E SERVIZI AL CLIENTE""]","TIPO D
TIPO DISTRIBUTORE
Name: 22, dtype: object; TIPO D
TIPO DISTRIBUTORE
Name: 22, dtype: object",COMPONENTI ELETTRONICI,nan; QUESTIONARIO PRE-QUALIFICA in attesa approvazione Spartaco,nan,nan,nan,nan,C:\Users\riccardo.dibiagio\PycharmProjects\etl_tool\Registro fornitori e Ordini.xlsx,"[{""sheet"": ""CLASSE D (distributori)"", ""row"": 23, ""cols_used"": [""AMBITO DI FORNITURA"", ""CERTIFICAZIONE"", ""CERTIFICAZIONI"", ""DISTRIBUTORE UFFICIALE O BROKER"", ""KPI\nQUALITA'"", ""KPI\nTEMPI"", ""NOTE"", ""RAGIONE SOCIALE"", ""TIPO"", ""TIPO""]}, {""sheet"": ""ITEM E SERVIZI AL CLIENTE"", ""row"": 61, ""cols_used"": [""AMBITO DI FORNITURA"", ""CERTIFICAZIONE"", ""CERTIFICAZIONI"", ""DISTRIBUTORE UFFICIALE O BROKER"", ""KPI\nQUALITA'"", ""KPI\nTEMPI"", ""NOTE"", ""RAGIONE SOCIALE"", ""TIPO"", ""TIPO""]}]",{}
SUP_1991147364829902187,DEEP LAB S.R.L.,DEEP LAB S.R.L.,"[""CLASSE A (progettazione)"", ""ITEM E SERVIZI AL CLIENTE""]","TIPO A
TIPO COSTRUTTORE
Name: 12, dtype: object; TIPO A
TIPO COSTRUTTORE
Name: 12, dtype: object","PROGETTAZIONE E REALIZZAZIONE MACCHINARI, PARTICOLARI MECCANICI E IMPIANTI",nan; QUESTIONARIO PRE-QUALIFICA,nan,nan,nan,nan,C:\Users\riccardo.dibiagio\PycharmProjects\etl_tool\Registro fornitori e Ordini.xlsx,"[{""sheet"": ""CLASSE A (progettazione)"", ""row"": 13, ""cols_used"": [""AMBITO DI FORNITURA"", ""CERTIFICAZIONE"", ""CERTIFICAZIONI"", ""DISTRIBUTORE UFFICIALE O BROKER"", ""KPI\nQUALITA'"", ""KPI\nTEMPI"", ""NOTE"", ""RAGIONE SOCIALE"", ""TIPO"", ""TIPO""]}, {""sheet"": ""ITEM E SERVIZI AL CLIENTE"", ""row"": 58, ""cols_used"": [""AMBITO DI FORNITURA"", ""CERTIFICAZIONE"", ""CERTIFICAZIONI"", ""DISTRIBUTORE UFFICIALE O BROKER"", ""KPI\nQUALITA'"", ""KPI\nTEMPI"", ""NOTE"", ""RAGIONE SOCIALE"", ""TIPO"", ""TIPO""]}]",{}
SUP_5288377155246888335,DIGI-KEY,DIGI-KEY,"[""CLASSE D (distributori)"", ""ITEM E SERVIZI AL CLIENTE""]","TIPO D
TIPO DISTRIBUTORE
Name: 8, dtype: object; TIPO D
TIPO DISTRIBUTORE
Name: 8, dtype: object",COMPONENTI ELETTRONICI,nan; ISO 9001:2015,nan,nan,nan,nan,C:\Users\riccardo.dibiagio\PycharmProjects\etl_tool\Registro fornitori e Ordini.xlsx,"[{""sheet"": ""CLASSE D (distributori)"", ""row"": 9, ""cols_used"": [""AMBITO DI FORNITURA"", ""CERTIFICAZIONE"", ""CERTIFICAZIONI"", ""DISTRIBUTORE UFFICIALE O BROKER"", ""KPI\nQUALITA'"", ""KPI\nTEMPI"", ""NOTE"", ""RAGIONE SOCIALE"", ""TIPO"", ""TIPO""]}, {""sheet"": ""ITEM E SERVIZI AL CLIENTE"", ""row"": 12, ""cols_used"": [""AMBITO DI FORNITURA"", ""CERTIFICAZIONE"", ""CERTIFICAZIONI"", ""DISTRIBUTORE UFFICIALE O BROKER"", ""KPI\nQUALITA'"", ""KPI\nTEMPI"", ""NOTE"", ""RAGIONE SOCIALE"", ""TIPO"", ""TIPO""]}]",{}
SUP_3846349855479171383,DIMAC RED S.p.A.,DIMAC RED S.P.A.,"[""CLASSE D (distributori)"", ""ITEM E SERVIZI AL CLIENTE""]","TIPO D
TIPO DISTRIBUTORE
Name: 33, dtype: object; TIPO D
TIPO DISTRIBUTORE
Name: 33, dtype: object",COMPONENTI ELETTRONICI,nan; ISO 9001:2015,nan,nan,nan,nan,C:\Users\riccardo.dibiagio\PycharmProjects\etl_tool\Registro fornitori e Ordini.xlsx,"[{""sheet"": ""CLASSE D (distributori)"", ""row"": 34, ""cols_used"": [""AMBITO DI FORNITURA"", ""CERTIFICAZIONE"", ""CERTIFICAZIONI"", ""DISTRIBUTORE UFFICIALE O BROKER"", ""KPI\nQUALITA'"", ""KPI\nTEMPI"", ""NOTE"", ""RAGIONE SOCIALE"", ""TIPO"", ""TIPO""]}, {""sheet"": ""ITEM E SERVIZI AL CLIENTE"", ""row"": 83, ""cols_used"": [""AMBITO DI FORNITURA"", ""CERTIFICAZIONE"", ""CERTIFICAZIONI"", ""DISTRIBUTORE UFFICIALE O BROKER"", ""KPI\nQUALITA'"", ""KPI\nTEMPI"", ""NOTE"", ""RAGIONE SOCIALE"", ""TIPO"", ""TIPO""]}]",{}
SUP_4640225959113122904,DISTRELEC ITALIA S.R.L.,DISTRELEC ITALIA S.R.L.,"[""STORICO""]","TIPO D
TIPO DISTRIBUTORE
Name: 18, dtype: object; TIPO D
TIPO DISTRIBUTORE
Name: 18, dtype: object",COMPONENTI ELETTRONICI,nan; ISO 9001:2015,nan,nan,nan,nan,C:\Users\riccardo.dibiagio\PycharmProjects\etl_tool\Registro fornitori e Ordini.xlsx,"[{""sheet"": ""STORICO"", ""row"": 19, ""cols_used"": [""AMBITO DI FORNITURA"", ""CERTIFICAZIONE"", ""CERTIFICAZIONI"", ""DISTRIBUTORE UFFICIALE O BROKER"", ""KPI\nQUALITA'"", ""KPI\nTEMPI"", ""NOTE"", ""RAGIONE SOCIALE"", ""TIPO"", ""TIPO""]}]",{}
SUP_3173842864861044024,E.S.E. GEA S.R.L.,E.S.E. GEA S.R.L.,"[""CLASSE E (generali stabilimento"", ""ITEM E SERVIZI INTERNI""]","TIPO E
TIPO SERVIZI
Name: 10, dtype: object; TIPO E
TIPO SERVIZI
Name: 10, dtype: object",MANUTENZIONE FABBRICATI,nan; nan,nan,nan,nan,nan,C:\Users\riccardo.dibiagio\PycharmProjects\etl_tool\Registro fornitori e Ordini.xlsx,"[{""sheet"": ""CLASSE E (generali stabilimento"", ""row"": 11, ""cols_used"": [""AMBITO DI FORNITURA"", ""CERTIFICAZIONE"", ""CERTIFICAZIONI"", ""DISTRIBUTORE UFFICIALE O BROKER"", ""KPI\nQUALITA'"", ""KPI\nTEMPI"", ""NOTE"", ""RAGIONE SOCIALE"", ""TIPO"", ""TIPO""]}, {""sheet"": ""ITEM E SERVIZI INTERNI"", ""row"": 7, ""cols_used"": [""AMBITO DI FORNITURA"", ""CERTIFICAZIONE"", ""CERTIFICAZIONI"", ""DISTRIBUTORE UFFICIALE O BROKER"", ""KPI\nQUALITA'"", ""KPI\nTEMPI"", ""NOTE"", ""RAGIONE SOCIALE"", ""TIPO""]}]",{}
SUP_4757516719345007999,EDMUND OPTICS LTD,EDMUND OPTICS LTD,"[""ITEM E SERVIZI AL CLIENTE""]","TIPO D
TIPO COSTRUTTORE
Name: 47, dtype: object; TIPO D
TIPO COSTRUTTORE
Name: 47, dtype: object",PRODOTTI A SPECIFICA,nan; ISO 9001:2015,nan,nan,nan,nan,C:\Users\riccardo.dibiagio\PycharmProjects\etl_tool\Registro fornitori e Ordini.xlsx,"[{""sheet"": ""ITEM E SERVIZI AL CLIENTE"", ""row"": 48, ""cols_used"": [""AMBITO DI FORNITURA"", ""CERTIFICAZIONE"", ""CERTIFICAZIONI"", ""DISTRIBUTORE UFFICIALE O BROKER"", ""KPI\nQUALITA'"", ""KPI\nTEMPI"", ""NOTE"", ""RAGIONE SOCIALE"", ""TIPO"", ""TIPO""]}]",{}
SUP_379145174749848506,EL.TREV. S.R.L.,EL.TREV. S.R.L.,"[""CLASSE B (built to print)"", ""ITEM E SERVIZI AL CLIENTE""]","TIPO B
TIPO COSTRUTTORE
Name: 25, dtype: object; TIPO B
TIPO COSTRUTTORE
Name: 25, dtype: object",MONTAGGIO SCHEDE ELETTRONICHE,nan; ISO 9001:2015 / EN 9100:2018,nan,nan,nan,nan,C:\Users\riccardo.dibiagio\PycharmProjects\etl_tool\Registro fornitori e Ordini.xlsx,"[{""sheet"": ""CLASSE B (built to print)"", ""row"": 26, ""cols_used"": [""AMBITO DI FORNITURA"", ""CERTIFICAZIONE"", ""CERTIFICAZIONI"", ""DISTRIBUTORE UFFICIALE O BROKER"", ""KPI\nQUALITA'"", ""KPI\nTEMPI"", ""NOTE"", ""RAGIONE SOCIALE"", ""TIPO"", ""TIPO""]}, {""sheet"": ""ITEM E SERVIZI AL CLIENTE"", ""row"": 40, ""cols_used"": [""AMBITO DI FORNITURA"", ""CERTIFICAZIONE"", ""CERTIFICAZIONI"", ""DISTRIBUTORE UFFICIALE O BROKER"", ""KPI\nQUALITA'"", ""KPI\nTEMPI"", ""NOTE"", ""RAGIONE SOCIALE"", ""TIPO"", ""TIPO""]}]",{}
SUP_4305837242445261703,ELCO S.P.A.,ELCO S.P.A.,"[""CLASSE B (built to print)"", ""ITEM E SERVIZI AL CLIENTE""]","TIPO B
TIPO SUBFORNITORE
Name: 19, dtype: object; TIPO B
TIPO SUBFORNITORE
Name: 19, dtype: object","CIRCUITI STAMPATI MULTISTRATO RIGIDI
E PER APPLICAZIONI MICROONDE",nan; ISO 9001:2015,nan,nan,nan,nan,C:\Users\riccardo.dibiagio\PycharmProjects\etl_tool\Registro fornitori e Ordini.xlsx,"[{""sheet"": ""CLASSE B (built to print)"", ""row"": 20, ""cols_used"": [""AMBITO DI FORNITURA"", ""CERTIFICAZIONE"", ""CERTIFICAZIONI"", ""DISTRIBUTORE UFFICIALE O BROKER"", ""KPI\nQUALITA'"", ""KPI\nTEMPI"", ""NOTE"", ""RAGIONE SOCIALE"", ""TIPO"", ""TIPO""]}, {""sheet"": ""ITEM E SERVIZI AL CLIENTE"", ""row"": 33, ""cols_used"": [""AMBITO DI FORNITURA"", ""CERTIFICAZIONE"", ""CERTIFICAZIONI"", ""DISTRIBUTORE UFFICIALE O BROKER"", ""KPI\nQUALITA'"", ""KPI\nTEMPI"", ""NOTE"", ""RAGIONE SOCIALE"", ""TIPO"", ""TIPO""]}]",{}
SUP_6335463593384844250,ELESA S.p.A.,ELESA S.P.A.,"[""CLASSE D (distributori)"", ""ITEM E SERVIZI AL CLIENTE""]","TIPO D
TIPO PRODUTTORE
Name: 36, dtype: object; TIPO D
TIPO PRODUTTORE
Name: 36, dtype: object",COMPONENTI INDUSTRIALI,nan; ISO 9001:2015,nan,nan,nan,nan,C:\Users\riccardo.dibiagio\PycharmProjects\etl_tool\Registro fornitori e Ordini.xlsx,"[{""sheet"": ""CLASSE D (distributori)"", ""row"": 37, ""cols_used"": [""AMBITO DI FORNITURA"", ""CERTIFICAZIONE"", ""CERTIFICAZIONI"", ""DISTRIBUTORE UFFICIALE O BROKER"", ""KPI\nQUALITA'"", ""KPI\nTEMPI"", ""NOTE"", ""RAGIONE SOCIALE"", ""TIPO"", ""TIPO""]}, {""sheet"": ""ITEM E SERVIZI AL CLIENTE"", ""row"": 86, ""cols_used"": [""AMBITO DI FORNITURA"", ""CERTIFICAZIONE"", ""CERTIFICAZIONI"", ""DISTRIBUTORE UFFICIALE O BROKER"", ""KPI\nQUALITA'"", ""KPI\nTEMPI"", ""NOTE"", ""RAGIONE SOCIALE"", ""TIPO"", ""TIPO""]}]",{}
SUP_3426428280696154433,ELETTROLEGHE S.R.L.,ELETTROLEGHE S.R.L.,"[""CLASSE D (distributori)"", ""ITEM E SERVIZI AL CLIENTE""]","TIPO D
TIPO DISTRIBUTORE
Name: 19, dtype: object; TIPO D
TIPO DISTRIBUTORE
Name: 19, dtype: object",MATERIE PRIME,nan; QUESTIONARIO PRE-QUALIFICA,nan,nan,nan,nan,C:\Users\riccardo.dibiagio\PycharmProjects\etl_tool\Registro fornitori e Ordini.xlsx,"[{""sheet"": ""CLASSE D (distributori)"", ""row"": 20, ""cols_used"": [""AMBITO DI FORNITURA"", ""CERTIFICAZIONE"", ""CERTIFICAZIONI"", ""DISTRIBUTORE UFFICIALE O BROKER"", ""KPI\nQUALITA'"", ""KPI\nTEMPI"", ""NOTE"", ""RAGIONE SOCIALE"", ""TIPO"", ""TIPO""]}, {""sheet"": ""ITEM E SERVIZI AL CLIENTE"", ""row"": 54, ""cols_used"": [""AMBITO DI FORNITURA"", ""CERTIFICAZIONE"", ""CERTIFICAZIONI"", ""DISTRIBUTORE UFFICIALE O BROKER"", ""KPI\nQUALITA'"", ""KPI\nTEMPI"", ""NOTE"", ""RAGIONE SOCIALE"", ""TIPO"", ""TIPO""]}]",{}
SUP_2084053279417800679,ELETTRONICA SRLS,ELETTRONICA SRLS,"[""CLASSE B (built to print)"", ""ITEM E SERVIZI AL CLIENTE"", ""NON UTILIZZATI (>2 ANNI)""]","TIPO B
TIPO COSTRUTTORE
Name: 13, dtype: object; TIPO B
TIPO COSTRUTTORE
Name: 13, dtype: object",MONTAGGIO SCHEDE ELETTRONICHE,nan; ISO 9001:2015,nan,nan,nan,nan,C:\Users\riccardo.dibiagio\PycharmProjects\etl_tool\Registro fornitori e Ordini.xlsx,"[{""sheet"": ""CLASSE B (built to print)"", ""row"": 14, ""cols_used"": [""AMBITO DI FORNITURA"", ""CERTIFICAZIONE"", ""CERTIFICAZIONI"", ""DISTRIBUTORE UFFICIALE O BROKER"", ""KPI\nQUALITA'"", ""KPI\nTEMPI"", ""NOTE"", ""RAGIONE SOCIALE"", ""TIPO"", ""TIPO""]}, {""sheet"": ""NON UTILIZZATI (>2 ANNI)"", ""row"": 9, ""cols_used"": [""AMBITO DI FORNITURA"", ""CERTIFICAZIONE"", ""CERTIFICAZIONI"", ""DISTRIBUTORE UFFICIALE O BROKER"", ""KPI\nQUALITA'"", ""KPI\nTEMPI"", ""NOTE"", ""RAGIONE SOCIALE"", ""TIPO"", ""TIPO""]}, {""sheet"": ""ITEM E SERVIZI AL CLIENTE"", ""row"": 25, ""cols_used"": [""AMBITO DI FORNITURA"", ""CERTIFICAZIONE"", ""CERTIFICAZIONI"", ""DISTRIBUTORE UFFICIALE O BROKER"", ""KPI\nQUALITA'"", ""KPI\nTEMPI"", ""NOTE"", ""RAGIONE SOCIALE"", ""TIPO"", ""TIPO""]}]",{}
SUP_3721355417557230116,ELMACOM S.R.L.,ELMACOM S.R.L.,"[""CLASSE B (built to print)"", ""ITEM E SERVIZI AL CLIENTE""]","TIPO B
TIPO COSTRUTTORE
Name: 16, dtype: object; TIPO B
TIPO COSTRUTTORE
Name: 16, dtype: object",CABLAGGI,nan; ISO 9001:2015 - n.CERT-08364-2001-AQ-ROM-SINCERT,nan,nan,nan,nan,C:\Users\riccardo.dibiagio\PycharmProjects\etl_tool\Registro fornitori e Ordini.xlsx,"[{""sheet"": ""CLASSE B (built to print)"", ""row"": 17, ""cols_used"": [""AMBITO DI FORNITURA"", ""CERTIFICAZIONE"", ""CERTIFICAZIONI"", ""DISTRIBUTORE UFFICIALE O BROKER"", ""KPI\nQUALITA'"", ""KPI\nTEMPI"", ""NOTE"", ""RAGIONE SOCIALE"", ""TIPO"", ""TIPO""]}, {""sheet"": ""ITEM E SERVIZI AL CLIENTE"", ""row"": 28, ""cols_used"": [""AMBITO DI FORNITURA"", ""CERTIFICAZIONE"", ""CERTIFICAZIONI"", ""DISTRIBUTORE UFFICIALE O BROKER"", ""KPI\nQUALITA'"", ""KPI\nTEMPI"", ""NOTE"", ""RAGIONE SOCIALE"", ""TIPO"", ""TIPO""]}]",{}
SUP_2552595561967725919,ETMAN,ETMAN,"[""CLASSE E (generali stabilimento"", ""ITEM E SERVIZI INTERNI""]","TIPO E
TIPO CONSULENTE
Name: 23, dtype: object; TIPO E
TIPO CONSULENTE
Name: 23, dtype: object",CERTIFICAZIONE 14001 E SA8000,nan; nan,nan,nan,nan,nan,C:\Users\riccardo.dibiagio\PycharmProjects\etl_tool\Registro fornitori e Ordini.xlsx,"[{""sheet"": ""CLASSE E (generali stabilimento"", ""row"": 24, ""cols_used"": [""AMBITO DI FORNITURA"", ""CERTIFICAZIONE"", ""CERTIFICAZIONI"", ""DISTRIBUTORE UFFICIALE O BROKER"", ""KPI\nQUALITA'"", ""KPI\nTEMPI"", ""NOTE"", ""RAGIONE SOCIALE"", ""TIPO"", ""TIPO""]}, {""sheet"": ""ITEM E SERVIZI INTERNI"", ""row"": 18, ""cols_used"": [""AMBITO DI FORNITURA"", ""CERTIFICAZIONE"", ""CERTIFICAZIONI"", ""DISTRIBUTORE UFFICIALE O BROKER"", ""KPI\nQUALITA'"", ""KPI\nTEMPI"", ""NOTE"", ""RAGIONE SOCIALE"", ""TIPO""]}]",{}
SUP_2927598786926949250,EUROSERVICE,EUROSERVICE,"[""CLASSE E (generali stabilimento"", ""ITEM E SERVIZI INTERNI""]","TIPO E
TIPO SERVIZI
Name: 24, dtype: object; TIPO E
TIPO SERVIZI
Name: 24, dtype: object",TRASPORTI,nan; nan,nan,nan,nan,nan,C:\Users\riccardo.dibiagio\PycharmProjects\etl_tool\Registro fornitori e Ordini.xlsx,"[{""sheet"": ""CLASSE E (generali stabilimento"", ""row"": 25, ""cols_used"": [""AMBITO DI FORNITURA"", ""CERTIFICAZIONE"", ""CERTIFICAZIONI"", ""DISTRIBUTORE UFFICIALE O BROKER"", ""KPI\nQUALITA'"", ""KPI\nTEMPI"", ""NOTE"", ""RAGIONE SOCIALE"", ""TIPO"", ""TIPO""]}, {""sheet"": ""ITEM E SERVIZI INTERNI"", ""row"": 19, ""cols_used"": [""AMBITO DI FORNITURA"", ""CERTIFICAZIONE"", ""CERTIFICAZIONI"", ""DISTRIBUTORE UFFICIALE O BROKER"", ""KPI\nQUALITA'"", ""KPI\nTEMPI"", ""NOTE"", ""RAGIONE SOCIALE"", ""TIPO""]}]",{}
SUP_8035458520462283088,F.C.E. S.r.l.,F.C.E. S.R.L.,"[""CLASSE B (built to print)"", ""ITEM E SERVIZI AL CLIENTE""]","TIPO B
TIPO COSTRUTTORE
Name: 38, dtype: object; TIPO B
TIPO COSTRUTTORE
Name: 38, dtype: object",LAVORAZIONI MECCANICHE,nan; ISO 9001:2015,nan,nan,nan,nan,C:\Users\riccardo.dibiagio\PycharmProjects\etl_tool\Registro fornitori e Ordini.xlsx,"[{""sheet"": ""CLASSE B (built to print)"", ""row"": 39, ""cols_used"": [""AMBITO DI FORNITURA"", ""CERTIFICAZIONE"", ""CERTIFICAZIONI"", ""DISTRIBUTORE UFFICIALE O BROKER"", ""KPI\nQUALITA'"", ""KPI\nTEMPI"", ""NOTE"", ""RAGIONE SOCIALE"", ""TIPO"", ""TIPO""]}, {""sheet"": ""ITEM E SERVIZI AL CLIENTE"", ""row"": 87, ""cols_used"": [""AMBITO DI FORNITURA"", ""CERTIFICAZIONE"", ""CERTIFICAZIONI"", ""DISTRIBUTORE UFFICIALE O BROKER"", ""KPI\nQUALITA'"", ""KPI\nTEMPI"", ""NOTE"", ""RAGIONE SOCIALE"", ""TIPO"", ""TIPO""]}]",{}
SUP_6917503315494128228,F.LLI GUERRERO S.R.L.,F.LLI GUERRERO S.R.L.,"[""CLASSE B (built to print)"", ""ITEM E SERVIZI AL CLIENTE""]","TIPO B
TIPO COSTRUTTORE
Name: 14, dtype: object; TIPO B
TIPO COSTRUTTORE
Name: 14, dtype: object",VERNICIATURA,nan; ISO 9001:2015,nan,nan,nan,nan,C:\Users\riccardo.dibiagio\PycharmProjects\etl_tool\Registro fornitori e Ordini.xlsx,"[{""sheet"": ""CLASSE B (built to print)"", ""row"": 15, ""cols_used"": [""AMBITO DI FORNITURA"", ""CERTIFICAZIONE"", ""CERTIFICAZIONI"", ""DISTRIBUTORE UFFICIALE O BROKER"", ""KPI\nQUALITA'"", ""KPI\nTEMPI"", ""NOTE"", ""RAGIONE SOCIALE"", ""TIPO"", ""TIPO""]}, {""sheet"": ""ITEM E SERVIZI AL CLIENTE"", ""row"": 26, ""cols_used"": [""AMBITO DI FORNITURA"", ""CERTIFICAZIONE"", ""CERTIFICAZIONI"", ""DISTRIBUTORE UFFICIALE O BROKER"", ""KPI\nQUALITA'"", ""KPI\nTEMPI"", ""NOTE"", ""RAGIONE SOCIALE"", ""TIPO"", ""TIPO""]}]",{}
SUP_3324482495551179492,FARNELL ITALIA S.R.L.,FARNELL ITALIA S.R.L.,"[""CLASSE D (distributori)"", ""ITEM E SERVIZI AL CLIENTE""]","TIPO D
TIPO DISTRIBUTORE
Name: 9, dtype: object; TIPO D
TIPO DISTRIBUTORE
Name: 9, dtype: object",COMPONENTI ELETTRONICI,nan; ISO 9001:2015,nan,nan,nan,nan,C:\Users\riccardo.dibiagio\PycharmProjects\etl_tool\Registro fornitori e Ordini.xlsx,"[{""sheet"": ""CLASSE D (distributori)"", ""row"": 10, ""cols_used"": [""AMBITO DI FORNITURA"", ""CERTIFICAZIONE"", ""CERTIFICAZIONI"", ""DISTRIBUTORE UFFICIALE O BROKER"", ""KPI\nQUALITA'"", ""KPI\nTEMPI"", ""NOTE"", ""RAGIONE SOCIALE"", ""TIPO"", ""TIPO""]}, {""sheet"": ""ITEM E SERVIZI AL CLIENTE"", ""row"": 13, ""cols_used"": [""AMBITO DI FORNITURA"", ""CERTIFICAZIONE"", ""CERTIFICAZIONI"", ""DISTRIBUTORE UFFICIALE O BROKER"", ""KPI\nQUALITA'"", ""KPI\nTEMPI"", ""NOTE"", ""RAGIONE SOCIALE"", ""TIPO"", ""TIPO""]}]",{}
SUP_746869449220971172,FENICE MULTISERVIZI S.R.L.,FENICE MULTISERVIZI S.R.L.,"[""CLASSE E (generali stabilimento"", ""ITEM E SERVIZI INTERNI""]","TIPO E
TIPO SERVIZI
Name: 11, dtype: object; TIPO E
TIPO SERVIZI
Name: 11, dtype: object","PULIZIA, SFALCIO ERBA, FACCHINAGGIO",nan; nan,nan,nan,nan,nan,C:\Users\riccardo.dibiagio\PycharmProjects\etl_tool\Registro fornitori e Ordini.xlsx,"[{""sheet"": ""CLASSE E (generali stabilimento"", ""row"": 12, ""cols_used"": [""AMBITO DI FORNITURA"", ""CERTIFICAZIONE"", ""CERTIFICAZIONI"", ""DISTRIBUTORE UFFICIALE O BROKER"", ""KPI\nQUALITA'"", ""KPI\nTEMPI"", ""NOTE"", ""RAGIONE SOCIALE"", ""TIPO"", ""TIPO""]}, {""sheet"": ""ITEM E SERVIZI INTERNI"", ""row"": 8, ""cols_used"": [""AMBITO DI FORNITURA"", ""CERTIFICAZIONE"", ""CERTIFICAZIONI"", ""DISTRIBUTORE UFFICIALE O BROKER"", ""KPI\nQUALITA'"", ""KPI\nTEMPI"", ""NOTE"", ""RAGIONE SOCIALE"", ""TIPO""]}]",{}
SUP_2631295261703637551,FG MECCANICA di FABRIZI GIORGIO,FG MECCANICA DI FABRIZI GIORGIO,"[""CLASSE B (built to print)"", ""ITEM E SERVIZI AL CLIENTE""]","TIPO B
TIPO COSTRUTTORE
Name: 31, dtype: object; TIPO B
TIPO COSTRUTTORE
Name: 31, dtype: object",LAVORAZIONI MECCANICHE,nan; QUESTIONARIO PRE-QUALIFICA in attesa approvazione Spartaco,nan,nan,nan,nan,C:\Users\riccardo.dibiagio\PycharmProjects\etl_tool\Registro fornitori e Ordini.xlsx,"[{""sheet"": ""CLASSE B (built to print)"", ""row"": 32, ""cols_used"": [""AMBITO DI FORNITURA"", ""CERTIFICAZIONE"", ""CERTIFICAZIONI"", ""DISTRIBUTORE UFFICIALE O BROKER"", ""KPI\nQUALITA'"", ""KPI\nTEMPI"", ""NOTE"", ""RAGIONE SOCIALE"", ""TIPO"", ""TIPO""]}, {""sheet"": ""ITEM E SERVIZI AL CLIENTE"", ""row"": 66, ""cols_used"": [""AMBITO DI FORNITURA"", ""CERTIFICAZIONE"", ""CERTIFICAZIONI"", ""DISTRIBUTORE UFFICIALE O BROKER"", ""KPI\nQUALITA'"", ""KPI\nTEMPI"", ""NOTE"", ""RAGIONE SOCIALE"", ""TIPO"", ""TIPO""]}]",{}
SUP_3741856343344385245,FRANCO CORRADI & C. S.A.S.,FRANCO CORRADI & C. S.A.S.,"[""CLASSE B (built to print)"", ""ITEM E SERVIZI AL CLIENTE""]","TIPO B
TIPO DISTRIBUTORE
Name: 41, dtype: object; TIPO B
TIPO DISTRIBUTORE
Name: 41, dtype: object",COMPONENTI ELETTRONICI,nan; QUESTIONARIO PRE-QUALIFICA,nan,nan,nan,nan,C:\Users\riccardo.dibiagio\PycharmProjects\etl_tool\Registro fornitori e Ordini.xlsx,"[{""sheet"": ""CLASSE B (built to print)"", ""row"": 42, ""cols_used"": [""AMBITO DI FORNITURA"", ""CERTIFICAZIONE"", ""CERTIFICAZIONI"", ""DISTRIBUTORE UFFICIALE O BROKER"", ""KPI\nQUALITA'"", ""KPI\nTEMPI"", ""NOTE"", ""RAGIONE SOCIALE"", ""TIPO"", ""TIPO""]}, {""sheet"": ""ITEM E SERVIZI AL CLIENTE"", ""row"": 46, ""cols_used"": [""AMBITO DI FORNITURA"", ""CERTIFICAZIONE"", ""CERTIFICAZIONI"", ""DISTRIBUTORE UFFICIALE O BROKER"", ""KPI\nQUALITA'"", ""KPI\nTEMPI"", ""NOTE"", ""RAGIONE SOCIALE"", ""TIPO"", ""TIPO""]}]",{}
SUP_7427218699660185323,FUTURA S.R.L.,FUTURA S.R.L.,"[""CLASSE D (distributori)"", ""ITEM E SERVIZI AL CLIENTE""]","TIPO D
TIPO COSTRUTTORE
Name: 18, dtype: object; TIPO D
TIPO COSTRUTTORE
Name: 18, dtype: object",COMPONENTI ELETTRONICI,nan; ISO 9001:2015,nan,nan,nan,nan,C:\Users\riccardo.dibiagio\PycharmProjects\etl_tool\Registro fornitori e Ordini.xlsx,"[{""sheet"": ""CLASSE D (distributori)"", ""row"": 19, ""cols_used"": [""AMBITO DI FORNITURA"", ""CERTIFICAZIONE"", ""CERTIFICAZIONI"", ""DISTRIBUTORE UFFICIALE O BROKER"", ""KPI\nQUALITA'"", ""KPI\nTEMPI"", ""NOTE"", ""RAGIONE SOCIALE"", ""TIPO"", ""TIPO""]}, {""sheet"": ""ITEM E SERVIZI AL CLIENTE"", ""row"": 50, ""cols_used"": [""AMBITO DI FORNITURA"", ""CERTIFICAZIONE"", ""CERTIFICAZIONI"", ""DISTRIBUTORE UFFICIALE O BROKER"", ""KPI\nQUALITA'"", ""KPI\nTEMPI"", ""NOTE"", ""RAGIONE SOCIALE"", ""TIPO"", ""TIPO""]}]",{}
